350,0.012358
351,0.012406
352,0.012453
353,0.0125
354,0.012546
355,0.012593
356,0.012639
357,0.012686
358,0.012733
359,0.012777
360,0.012818
361,0.01288
362,0.012956
363,0.013039
364,0.013127
365,0.013215
366,0.013299
367,0.013377
368,0.013451
369,0.013522
370,0.013589
371,0.013657
372,0.013731
373,0.013813
374,0.013903
375,0.014001
376,0.0141
377,0.0142
378,0.014299
379,0.0144
380,0.014506
381,0.01462
382,0.014742
383,0.014872
384,0.015009
385,0.015152
386,0.015301
387,0.015456
388,0.015615
389,0.015782
390,0.015956
391,0.016139
392,0.016333
393,0.016543
394,0.016768
395,0.017003
396,0.017242
397,0.017481
398,0.017717
399,0.017949
400,0.018176
401,0.018396
402,0.018614
403,0.018835
404,0.019062
405,0.019299
406,0.019547
407,0.019807
408,0.020078
409,0.020358
410,0.020644
411,0.020934
412,0.021224
413,0.021512
414,0.021796
415,0.022079
416,0.022362
417,0.022642
418,0.02292
419,0.023195
420,0.023467
421,0.023735
422,0.023999
423,0.024256
424,0.024508
425,0.024755
426,0.024997
427,0.025239
428,0.025481
429,0.025723
430,0.025963
431,0.026197
432,0.026422
433,0.026639
434,0.026847
435,0.027046
436,0.027241
437,0.027433
438,0.027625
439,0.027818
440,0.028016
441,0.028218
442,0.028427
443,0.02864
444,0.028854
445,0.029066
446,0.029277
447,0.029489
448,0.029699
449,0.029908
450,0.030114
451,0.030315
452,0.03051
453,0.0307
454,0.030886
455,0.031068
456,0.031243
457,0.031411
458,0.031569
459,0.031719
460,0.03186
461,0.031995
462,0.032125
463,0.032251
464,0.032374
465,0.032495
466,0.032617
467,0.032739
468,0.032861
469,0.032985
470,0.033106
471,0.033226
472,0.033345
473,0.033464
474,0.033582
475,0.0337
476,0.033818
477,0.033934
478,0.034048
479,0.034158
480,0.034268
481,0.03438
482,0.034497
483,0.03462
484,0.034753
485,0.034893
486,0.035044
487,0.035207
488,0.035381
489,0.035566
490,0.035762
491,0.035967
492,0.036181
493,0.036408
494,0.036651
495,0.036911
496,0.037192
497,0.037492
498,0.037814
499,0.038158
500,0.038526
501,0.038916
502,0.039329
503,0.039766
504,0.040227
505,0.040715
506,0.041232
507,0.041781
508,0.042364
509,0.042979
510,0.043627
511,0.044312
512,0.045039
513,0.045812
514,0.046633
515,0.0475
516,0.048409
517,0.049355
518,0.050334
519,0.051337
520,0.052359
521,0.053393
522,0.054434
523,0.055477
524,0.056518
525,0.057556
526,0.058586
527,0.059602
528,0.060597
529,0.061563
530,0.062493
531,0.063377
532,0.064209
533,0.064986
534,0.065708
535,0.066379
536,0.067003
537,0.067586
538,0.068135
539,0.068661
540,0.069175
541,0.069691
542,0.070219
543,0.070767
544,0.071338
545,0.071935
546,0.072554
547,0.073189
548,0.073831
549,0.074467
550,0.075078
551,0.07564
552,0.076122
553,0.076485
554,0.076692
555,0.076718
556,0.076548
557,0.076185
558,0.075647
559,0.074964
560,0.07418
561,0.073352
562,0.072539
563,0.071796
564,0.071163
565,0.070663
566,0.070298
567,0.07006
568,0.069933
569,0.069892
570,0.069902
571,0.069913
572,0.069875
573,0.069742
574,0.069484
575,0.069096
