350	0.052933
351	0.053130
352	0.053327
353	0.053526
354	0.053725
355	0.053926
356	0.054129
357	0.054333
358	0.054538
359	0.054744
360	0.054950
361	0.055154
362	0.055364
363	0.055583
364	0.055814
365	0.056062
366	0.056327
367	0.056609
368	0.056907
369	0.057219
370	0.057542
371	0.057876
372	0.058222
373	0.058582
374	0.058956
375	0.059346
376	0.059754
377	0.060182
378	0.060631
379	0.061102
380	0.061592
381	0.062097
382	0.062614
383	0.063137
384	0.063664
385	0.064191
386	0.064715
387	0.065233
388	0.065745
389	0.066250
390	0.066751
391	0.067249
392	0.067743
393	0.068234
394	0.068718
395	0.069190
396	0.069646
397	0.070082
398	0.070497
399	0.070893
400	0.071273
401	0.071641
402	0.072003
403	0.072366
404	0.072737
405	0.073119
406	0.073517
407	0.073929
408	0.074352
409	0.074784
410	0.075220
411	0.075660
412	0.076102
413	0.076545
414	0.076991
415	0.077440
416	0.077892
417	0.078349
418	0.078812
419	0.079282
420	0.079760
421	0.080247
422	0.080743
423	0.081249
424	0.081767
425	0.082301
426	0.082850
427	0.083415
428	0.083994
429	0.084584
430	0.085181
431	0.085783
432	0.086386
433	0.086986
434	0.087580
435	0.088167
436	0.088746
437	0.089319
438	0.089885
439	0.090446
440	0.091003
441	0.091554
442	0.092100
443	0.092639
444	0.093171
445	0.093696
446	0.094213
447	0.094722
448	0.095223
449	0.095717
450	0.096205
451	0.096687
452	0.097164
453	0.097635
454	0.098098
455	0.098552
456	0.098995
457	0.099427
458	0.099844
459	0.100247
460	0.100636
461	0.101011
462	0.101374
463	0.101728
464	0.102076
465	0.102419
466	0.102759
467	0.103098
468	0.103437
469	0.103776
470	0.104116
471	0.104458
472	0.104800
473	0.105144
474	0.105489
475	0.105836
476	0.106186
477	0.106539
478	0.106898
479	0.107264
480	0.107639
481	0.108028
482	0.108431
483	0.108850
484	0.109287
485	0.109739
486	0.110206
487	0.110684
488	0.111171
489	0.111662
490	0.112157
491	0.112653
492	0.113153
493	0.113655
494	0.114164
495	0.114680
496	0.115207
497	0.115745
498	0.116297
499	0.116860
500	0.117435
501	0.118018
502	0.118607
503	0.119201
504	0.119796
505	0.120393
506	0.120990
507	0.121589
508	0.122192
509	0.122802
510	0.123421
511	0.124051
512	0.124696
513	0.125355
514	0.126028
515	0.126712
516	0.127405
517	0.128102
518	0.128801
519	0.129498
520	0.130193
521	0.130884
522	0.131573
523	0.132261
524	0.132950
525	0.133642
526	0.134337
527	0.135036
528	0.135736
529	0.136435
530	0.137132
531	0.137824
532	0.138513
533	0.139198
534	0.139882
535	0.140568
536	0.141258
537	0.141955
538	0.142660
539	0.143373
540	0.144093
541	0.144817
542	0.145541
543	0.146262
544	0.146979
545	0.147690
546	0.148397
547	0.149100
548	0.149800
549	0.150499
550	0.151198
551	0.151897
552	0.152599
553	0.153304
554	0.154013
555	0.154729
556	0.155451
557	0.156180
558	0.156912
559	0.157641
560	0.158357
561	0.159053
562	0.159717
563	0.160344
564	0.160930
565	0.161476
566	0.161986
567	0.162471
568	0.162941
569	0.163409
570	0.163885
571	0.164375
572	0.164887
573	0.165422
574	0.165984
575	0.166573
576	0.167186
577	0.167818
578	0.168457
579	0.169087
580	0.169694
581	0.170266
582	0.170792
583	0.171272
584	0.171707
585	0.172111
586	0.172499
587	0.172893
588	0.173310
589	0.173760
590	0.174245
591	0.174753
592	0.175269
593	0.175777
594	0.176262
595	0.176714
596	0.177130
597	0.177512
598	0.177870
599	0.178216
600	0.178562
601	0.178918
602	0.179289
603	0.179673
604	0.180066
605	0.180457
606	0.180839
607	0.181206
608	0.181553
609	0.181880
610	0.182188
611	0.182481
612	0.182762
613	0.183037
614	0.183309
615	0.183582
616	0.183857
617	0.184138
618	0.184422
619	0.184711
620	0.185004
621	0.185302
622	0.185606
623	0.185913
624	0.186225
625	0.186539
626	0.186854
627	0.187169
628	0.187484
629	0.187797
630	0.188108
631	0.188415
632	0.188717
633	0.189015
634	0.189308
635	0.189594
636	0.189872
637	0.190142
638	0.190400
639	0.190648
640	0.190884
641	0.191110
642	0.191328
643	0.191541
644	0.191749
645	0.191957
646	0.192169
647	0.192389
648	0.192619
649	0.192864
650	0.193121
651	0.193392
652	0.193675
653	0.193967
654	0.194266
655	0.194569
656	0.194871
657	0.195167
658	0.195455
659	0.195732
660	0.196000
661	0.196260
662	0.196515
663	0.196766
664	0.197017
665	0.197269
666	0.197525
667	0.197788
668	0.198057
669	0.198332
670	0.198613
671	0.198899
672	0.199191
673	0.199489
674	0.199795
675	0.200107
676	0.200424
677	0.200744
678	0.201067
679	0.201395
680	0.201729
681	0.202073
682	0.202429
683	0.202800
684	0.203186
685	0.203589
686	0.204010
687	0.204447
688	0.204899
689	0.205366
690	0.205848
691	0.206349
692	0.206875
693	0.207435
694	0.208036
695	0.208683
696	0.209375
697	0.210110
698	0.210884
699	0.211693
700	0.212530
701	0.213390
702	0.214266
703	0.215155
704	0.216055
705	0.216963
706	0.217875
707	0.218782
708	0.219668
709	0.220519
710	0.221320
711	0.222065
712	0.222753
713	0.223393
714	0.223998
715	0.224589
716	0.225190
717	0.225823
718	0.226504
719	0.227238
720	0.228017
721	0.228828
722	0.229655
723	0.230485
724	0.231311
725	0.232135
726	0.232961
727	0.233795
728	0.234644
729	0.235513
730	0.236403
731	0.237307
732	0.238211
733	0.239100
734	0.239958
735	0.240773
736	0.241541
737	0.242263
738	0.242941
739	0.243581
740	0.244189
741	0.244767
742	0.245319
743	0.245847
744	0.246355
745	0.246843
746	0.247316
747	0.247772
748	0.248209
749	0.248621
750	0.249002
751	0.249350
752	0.249666
753	0.249957
754	0.250235
755	0.250517
756	0.250823
757	0.251174
758	0.251585
759	0.252061
760	0.252592
761	0.253157
762	0.253725
763	0.254266
764	0.254752
765	0.255171
766	0.255516
767	0.255796
768	0.256025
769	0.256223
770	0.256413
771	0.256612
772	0.256835
773	0.257084
774	0.257357
775	0.257647
776	0.257946
777	0.258246
778	0.258541
779	0.258825
780	0.259095
781	0.259347
782	0.259583
783	0.259806
784	0.260020
785	0.260232
786	0.260447
787	0.260670
788	0.260908
789	0.261162
790	0.261431
791	0.261713
792	0.262002
793	0.262291
794	0.262577
795	0.262856
796	0.263128
797	0.263396
798	0.263662
799	0.263932
800	0.264206
801	0.264487
802	0.264772
803	0.265054
804	0.265322
805	0.265561
806	0.265756
807	0.265895
808	0.265972
809	0.265989
810	0.265955
811	0.265886
812	0.265807
813	0.265739
814	0.265709
815	0.265734
816	0.265826
817	0.265986
818	0.266207
819	0.266474
