350,0.034512
351,0.034605
352,0.034698
353,0.034793
354,0.034889
355,0.034987
356,0.035086
357,0.035187
358,0.035289
359,0.035392
360,0.035494
361,0.035605
362,0.035723
363,0.035845
364,0.035969
365,0.036093
366,0.036219
367,0.036353
368,0.036495
369,0.036645
370,0.036801
371,0.036965
372,0.037138
373,0.037319
374,0.037502
375,0.037686
376,0.03787
377,0.038054
378,0.038241
379,0.038437
380,0.038645
381,0.038867
382,0.039101
383,0.039342
384,0.039587
385,0.039833
386,0.040077
387,0.04032
388,0.040562
389,0.040807
390,0.041058
391,0.041315
392,0.041577
393,0.041845
394,0.042116
395,0.042383
396,0.042642
397,0.04289
398,0.043125
399,0.043348
400,0.04356
401,0.043765
402,0.043968
403,0.044176
404,0.044393
405,0.04462
406,0.044858
407,0.045104
408,0.04536
409,0.045623
410,0.045893
411,0.046168
412,0.046446
413,0.046723
414,0.047
415,0.047277
416,0.047558
417,0.047843
418,0.04813
419,0.048419
420,0.048711
421,0.049005
422,0.049304
423,0.049607
424,0.049915
425,0.050225
426,0.050538
427,0.050852
428,0.051168
429,0.051486
430,0.051804
431,0.052119
432,0.052428
433,0.05273
434,0.053026
435,0.053316
436,0.053605
437,0.053892
438,0.05418
439,0.054467
440,0.054755
441,0.055046
442,0.055339
443,0.055635
444,0.055928
445,0.056219
446,0.056509
447,0.056796
448,0.057081
449,0.057363
450,0.057641
451,0.057913
452,0.058177
453,0.058432
454,0.05868
455,0.058918
456,0.059147
457,0.059363
458,0.059567
459,0.059759
460,0.059942
461,0.060115
462,0.06028
463,0.06044
464,0.060598
465,0.060753
466,0.060908
467,0.061061
468,0.061214
469,0.061366
470,0.061517
471,0.061668
472,0.061819
473,0.061971
474,0.062124
475,0.062279
476,0.062437
477,0.062599
478,0.062764
479,0.062933
480,0.063106
481,0.063285
482,0.063471
483,0.063663
484,0.063864
485,0.064072
486,0.064289
487,0.064514
488,0.064749
489,0.064993
490,0.065248
491,0.065511
492,0.065784
493,0.06607
494,0.06637
495,0.066687
496,0.067023
497,0.067378
498,0.067753
499,0.068151
500,0.068571
501,0.069012
502,0.069477
503,0.069967
504,0.070482
505,0.071027
506,0.071603
507,0.072214
508,0.072862
509,0.073547
510,0.074272
511,0.075043
512,0.075862
513,0.076734
514,0.077659
515,0.078635
516,0.079657
517,0.08072
518,0.08182
519,0.082947
520,0.084094
521,0.085255
522,0.086426
523,0.087601
524,0.088772
525,0.089934
526,0.091078
527,0.092197
528,0.093283
529,0.094331
530,0.095335
531,0.096292
532,0.0972
533,0.098062
534,0.098882
535,0.099663
536,0.10041
537,0.10111
538,0.10178
539,0.10242
540,0.10303
541,0.10362
542,0.10419
543,0.10474
544,0.10529
545,0.10583
546,0.10637
547,0.10691
548,0.10744
549,0.10795
550,0.10846
551,0.10894
552,0.1094
553,0.10984
554,0.11023
555,0.11059
556,0.1109
557,0.11115
558,0.11132
559,0.11141
560,0.11139
561,0.11128
562,0.11107
563,0.11079
564,0.11044
565,0.11006
566,0.10965
567,0.10924
568,0.10881
569,0.1084
570,0.10799
571,0.10761
572,0.10726
573,0.10696
574,0.10672
575,0.10656
576,0.10647
577,0.10644
578,0.10645
579,0.10646
580,0.10647
581,0.10645
582,0.10641
583,0.10636
584,0.10631
585,0.10629
586,0.1063
587,0.10635
588,0.10645
589,0.10658
590,0.10672
591,0.10686
592,0.107
593,0.10714
594,0.10729
595,0.10743
596,0.10758
