350	0.014591
351	0.014607
352	0.014622
353	0.014635
354	0.014648
355	0.014659
356	0.014671
357	0.014683
358	0.014695
359	0.014705
360	0.014716
361	0.014743
362	0.014781
363	0.014831
364	0.014894
365	0.014962
366	0.015029
367	0.015091
368	0.015147
369	0.015204
370	0.015269
371	0.015352
372	0.015451
373	0.015552
374	0.015640
375	0.015713
376	0.015773
377	0.015828
378	0.015888
379	0.015952
380	0.016015
381	0.016079
382	0.016154
383	0.016251
384	0.016367
385	0.016491
386	0.016610
387	0.016719
388	0.016822
389	0.016936
390	0.017068
391	0.017212
392	0.017358
393	0.017497
394	0.017623
395	0.017740
396	0.017854
397	0.017966
398	0.018072
399	0.018171
400	0.018268
401	0.018370
402	0.018481
403	0.018602
404	0.018734
405	0.018873
406	0.019017
407	0.019163
408	0.019307
409	0.019451
410	0.019597
411	0.019746
412	0.019894
413	0.020037
414	0.020173
415	0.020308
416	0.020443
417	0.020581
418	0.020721
419	0.020862
420	0.021003
421	0.021142
422	0.021279
423	0.021412
424	0.021540
425	0.021660
426	0.021769
427	0.021868
428	0.021964
429	0.022061
430	0.022162
431	0.022263
432	0.022361
433	0.022453
434	0.022541
435	0.022627
436	0.022712
437	0.022798
438	0.022882
439	0.022964
440	0.023049
441	0.023139
442	0.023238
443	0.023341
444	0.023446
445	0.023550
446	0.023656
447	0.023765
448	0.023878
449	0.023994
450	0.024110
451	0.024223
452	0.024331
453	0.024434
454	0.024531
455	0.024619
456	0.024698
457	0.024766
458	0.024825
459	0.024878
460	0.024924
461	0.024967
462	0.025005
463	0.025041
464	0.025077
465	0.025111
466	0.025143
467	0.025173
468	0.025203
469	0.025235
470	0.025267
471	0.025300
472	0.025336
473	0.025377
474	0.025422
475	0.025470
476	0.025522
477	0.025573
478	0.025622
479	0.025670
480	0.025720
481	0.025772
482	0.025825
483	0.025882
484	0.025941
485	0.026003
486	0.026071
487	0.026146
488	0.026229
489	0.026319
490	0.026419
491	0.026528
492	0.026647
493	0.026777
494	0.026920
495	0.027077
496	0.027250
497	0.027440
498	0.027649
499	0.027880
500	0.028136
501	0.028417
502	0.028722
503	0.029051
504	0.029407
505	0.029790
506	0.030202
507	0.030649
508	0.031132
509	0.031653
510	0.032212
511	0.032813
512	0.033460
513	0.034159
514	0.034911
515	0.035716
516	0.036568
517	0.037467
518	0.038407
519	0.039381
520	0.040377
521	0.041386
522	0.042400
523	0.043411
524	0.044412
